state,district,date,sex,age,ethnicity,population
Johor,Batu Pahat,2020-01-01,both,overall,overall,495.3
Johor,Batu Pahat,2020-01-01,both,overall,bumi_malay,311.3
Johor,Batu Pahat,2020-01-01,both,overall,bumi_other,5.1
Johor,Batu Pahat,2020-01-01,both,overall,chinese,140.1
Johor,Batu Pahat,2020-01-01,both,overall,indian,6.9
Johor,Batu Pahat,2020-01-01,both,overall,other_citizen,1.8
Johor,Batu Pahat,2020-01-01,both,overall,other_noncitizen,30.2
Johor,Batu Pahat,2020-01-01,both,0-4,overall,30.3
Johor,Batu Pahat,2020-01-01,both,0-4,bumi_malay,21.3
Johor,Batu Pahat,2020-01-01,both,0-4,bumi_other,0.5
Johor,Batu Pahat,2020-01-01,both,0-4,chinese,8.2
Johor,Batu Pahat,2020-01-01,both,0-4,indian,0.3
Johor,Batu Pahat,2020-01-01,both,0-4,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,both,0-4,other_noncitizen,0.1
Johor,Batu Pahat,2020-01-01,both,5-9,overall,35.6
Johor,Batu Pahat,2020-01-01,both,5-9,bumi_malay,24.4
Johor,Batu Pahat,2020-01-01,both,5-9,bumi_other,0.4
Johor,Batu Pahat,2020-01-01,both,5-9,chinese,10.3
Johor,Batu Pahat,2020-01-01,both,5-9,indian,0.4
Johor,Batu Pahat,2020-01-01,both,5-9,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,5-9,other_noncitizen,0.1
Johor,Batu Pahat,2020-01-01,both,10-14,overall,40.0
Johor,Batu Pahat,2020-01-01,both,10-14,bumi_malay,26.9
Johor,Batu Pahat,2020-01-01,both,10-14,bumi_other,0.4
Johor,Batu Pahat,2020-01-01,both,10-14,chinese,12.1
Johor,Batu Pahat,2020-01-01,both,10-14,indian,0.5
Johor,Batu Pahat,2020-01-01,both,10-14,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,10-14,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,both,15-19,overall,45.0
Johor,Batu Pahat,2020-01-01,both,15-19,bumi_malay,30.2
Johor,Batu Pahat,2020-01-01,both,15-19,bumi_other,0.6
Johor,Batu Pahat,2020-01-01,both,15-19,chinese,11.6
Johor,Batu Pahat,2020-01-01,both,15-19,indian,0.7
Johor,Batu Pahat,2020-01-01,both,15-19,other_citizen,0.5
Johor,Batu Pahat,2020-01-01,both,15-19,other_noncitizen,1.5
Johor,Batu Pahat,2020-01-01,both,20-24,overall,49.0
Johor,Batu Pahat,2020-01-01,both,20-24,bumi_malay,29.4
Johor,Batu Pahat,2020-01-01,both,20-24,bumi_other,0.4
Johor,Batu Pahat,2020-01-01,both,20-24,chinese,12.1
Johor,Batu Pahat,2020-01-01,both,20-24,indian,0.6
Johor,Batu Pahat,2020-01-01,both,20-24,other_citizen,0.3
Johor,Batu Pahat,2020-01-01,both,20-24,other_noncitizen,6.1
Johor,Batu Pahat,2020-01-01,both,25-29,overall,45.3
Johor,Batu Pahat,2020-01-01,both,25-29,bumi_malay,26.4
Johor,Batu Pahat,2020-01-01,both,25-29,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,both,25-29,chinese,11.3
Johor,Batu Pahat,2020-01-01,both,25-29,indian,0.6
Johor,Batu Pahat,2020-01-01,both,25-29,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,25-29,other_noncitizen,6.6
Johor,Batu Pahat,2020-01-01,both,30-34,overall,43.1
Johor,Batu Pahat,2020-01-01,both,30-34,bumi_malay,26.7
Johor,Batu Pahat,2020-01-01,both,30-34,bumi_other,0.5
Johor,Batu Pahat,2020-01-01,both,30-34,chinese,10.8
Johor,Batu Pahat,2020-01-01,both,30-34,indian,0.6
Johor,Batu Pahat,2020-01-01,both,30-34,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,30-34,other_noncitizen,4.4
Johor,Batu Pahat,2020-01-01,both,35-39,overall,40.4
Johor,Batu Pahat,2020-01-01,both,35-39,bumi_malay,25.4
Johor,Batu Pahat,2020-01-01,both,35-39,bumi_other,0.6
Johor,Batu Pahat,2020-01-01,both,35-39,chinese,10.7
Johor,Batu Pahat,2020-01-01,both,35-39,indian,0.7
Johor,Batu Pahat,2020-01-01,both,35-39,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,35-39,other_noncitizen,3.1
Johor,Batu Pahat,2020-01-01,both,40-44,overall,32.7
Johor,Batu Pahat,2020-01-01,both,40-44,bumi_malay,19.5
Johor,Batu Pahat,2020-01-01,both,40-44,bumi_other,0.4
Johor,Batu Pahat,2020-01-01,both,40-44,chinese,10.0
Johor,Batu Pahat,2020-01-01,both,40-44,indian,0.6
Johor,Batu Pahat,2020-01-01,both,40-44,other_citizen,0.2
Johor,Batu Pahat,2020-01-01,both,40-44,other_noncitizen,2.1
Johor,Batu Pahat,2020-01-01,both,45-49,overall,29.7
Johor,Batu Pahat,2020-01-01,both,45-49,bumi_malay,17.6
Johor,Batu Pahat,2020-01-01,both,45-49,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,both,45-49,chinese,9.7
Johor,Batu Pahat,2020-01-01,both,45-49,indian,0.5
Johor,Batu Pahat,2020-01-01,both,45-49,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,45-49,other_noncitizen,1.5
Johor,Batu Pahat,2020-01-01,both,50-54,overall,27.1
Johor,Batu Pahat,2020-01-01,both,50-54,bumi_malay,16.4
Johor,Batu Pahat,2020-01-01,both,50-54,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,both,50-54,chinese,9.1
Johor,Batu Pahat,2020-01-01,both,50-54,indian,0.4
Johor,Batu Pahat,2020-01-01,both,50-54,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,50-54,other_noncitizen,1.0
Johor,Batu Pahat,2020-01-01,both,55-59,overall,24.3
Johor,Batu Pahat,2020-01-01,both,55-59,bumi_malay,14.9
Johor,Batu Pahat,2020-01-01,both,55-59,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,both,55-59,chinese,8.1
Johor,Batu Pahat,2020-01-01,both,55-59,indian,0.4
Johor,Batu Pahat,2020-01-01,both,55-59,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,55-59,other_noncitizen,0.8
Johor,Batu Pahat,2020-01-01,both,60-64,overall,20.3
Johor,Batu Pahat,2020-01-01,both,60-64,bumi_malay,12.2
Johor,Batu Pahat,2020-01-01,both,60-64,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,both,60-64,chinese,7.1
Johor,Batu Pahat,2020-01-01,both,60-64,indian,0.3
Johor,Batu Pahat,2020-01-01,both,60-64,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,60-64,other_noncitizen,0.5
Johor,Batu Pahat,2020-01-01,both,65-69,overall,12.7
Johor,Batu Pahat,2020-01-01,both,65-69,bumi_malay,8.0
Johor,Batu Pahat,2020-01-01,both,65-69,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,both,65-69,chinese,3.3
Johor,Batu Pahat,2020-01-01,both,65-69,indian,0.2
Johor,Batu Pahat,2020-01-01,both,65-69,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,both,65-69,other_noncitizen,0.9
Johor,Batu Pahat,2020-01-01,both,70-74,overall,8.8
Johor,Batu Pahat,2020-01-01,both,70-74,bumi_malay,5.4
Johor,Batu Pahat,2020-01-01,both,70-74,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,both,70-74,chinese,2.6
Johor,Batu Pahat,2020-01-01,both,70-74,indian,0.1
Johor,Batu Pahat,2020-01-01,both,70-74,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,both,70-74,other_noncitizen,0.6
Johor,Batu Pahat,2020-01-01,both,75-79,overall,5.1
Johor,Batu Pahat,2020-01-01,both,75-79,bumi_malay,3.0
Johor,Batu Pahat,2020-01-01,both,75-79,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,both,75-79,chinese,1.6
Johor,Batu Pahat,2020-01-01,both,75-79,indian,0.1
Johor,Batu Pahat,2020-01-01,both,75-79,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,both,75-79,other_noncitizen,0.3
Johor,Batu Pahat,2020-01-01,both,80-84,overall,3.3
Johor,Batu Pahat,2020-01-01,both,80-84,bumi_malay,1.8
Johor,Batu Pahat,2020-01-01,both,80-84,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,both,80-84,chinese,1.0
Johor,Batu Pahat,2020-01-01,both,80-84,indian,0.0
Johor,Batu Pahat,2020-01-01,both,80-84,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,both,80-84,other_noncitizen,0.3
Johor,Batu Pahat,2020-01-01,both,85+,overall,2.6
Johor,Batu Pahat,2020-01-01,both,85+,bumi_malay,1.6
Johor,Batu Pahat,2020-01-01,both,85+,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,both,85+,chinese,0.6
Johor,Batu Pahat,2020-01-01,both,85+,indian,0.0
Johor,Batu Pahat,2020-01-01,both,85+,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,both,85+,other_noncitizen,0.4
Johor,Batu Pahat,2020-01-01,female,overall,overall,233.7
Johor,Batu Pahat,2020-01-01,female,overall,bumi_malay,154.3
Johor,Batu Pahat,2020-01-01,female,overall,bumi_other,2.5
Johor,Batu Pahat,2020-01-01,female,overall,chinese,68.5
Johor,Batu Pahat,2020-01-01,female,overall,indian,3.2
Johor,Batu Pahat,2020-01-01,female,overall,other_citizen,0.5
Johor,Batu Pahat,2020-01-01,female,overall,other_noncitizen,4.6
Johor,Batu Pahat,2020-01-01,female,0-4,overall,15.3
Johor,Batu Pahat,2020-01-01,female,0-4,bumi_malay,10.6
Johor,Batu Pahat,2020-01-01,female,0-4,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,female,0-4,chinese,4.2
Johor,Batu Pahat,2020-01-01,female,0-4,indian,0.2
Johor,Batu Pahat,2020-01-01,female,0-4,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,0-4,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,female,5-9,overall,17.1
Johor,Batu Pahat,2020-01-01,female,5-9,bumi_malay,11.8
Johor,Batu Pahat,2020-01-01,female,5-9,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,female,5-9,chinese,4.9
Johor,Batu Pahat,2020-01-01,female,5-9,indian,0.2
Johor,Batu Pahat,2020-01-01,female,5-9,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,5-9,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,female,10-14,overall,19.4
Johor,Batu Pahat,2020-01-01,female,10-14,bumi_malay,13.2
Johor,Batu Pahat,2020-01-01,female,10-14,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,female,10-14,chinese,5.8
Johor,Batu Pahat,2020-01-01,female,10-14,indian,0.2
Johor,Batu Pahat,2020-01-01,female,10-14,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,10-14,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,female,15-19,overall,21.5
Johor,Batu Pahat,2020-01-01,female,15-19,bumi_malay,14.8
Johor,Batu Pahat,2020-01-01,female,15-19,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,female,15-19,chinese,5.7
Johor,Batu Pahat,2020-01-01,female,15-19,indian,0.3
Johor,Batu Pahat,2020-01-01,female,15-19,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,female,15-19,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,female,20-24,overall,21.5
Johor,Batu Pahat,2020-01-01,female,20-24,bumi_malay,14.3
Johor,Batu Pahat,2020-01-01,female,20-24,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,female,20-24,chinese,5.8
Johor,Batu Pahat,2020-01-01,female,20-24,indian,0.3
Johor,Batu Pahat,2020-01-01,female,20-24,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,female,20-24,other_noncitizen,0.8
Johor,Batu Pahat,2020-01-01,female,25-29,overall,19.8
Johor,Batu Pahat,2020-01-01,female,25-29,bumi_malay,13.0
Johor,Batu Pahat,2020-01-01,female,25-29,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,female,25-29,chinese,5.6
Johor,Batu Pahat,2020-01-01,female,25-29,indian,0.3
Johor,Batu Pahat,2020-01-01,female,25-29,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,female,25-29,other_noncitizen,0.6
Johor,Batu Pahat,2020-01-01,female,30-34,overall,19.4
Johor,Batu Pahat,2020-01-01,female,30-34,bumi_malay,13.1
Johor,Batu Pahat,2020-01-01,female,30-34,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,female,30-34,chinese,5.3
Johor,Batu Pahat,2020-01-01,female,30-34,indian,0.2
Johor,Batu Pahat,2020-01-01,female,30-34,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,30-34,other_noncitizen,0.5
Johor,Batu Pahat,2020-01-01,female,35-39,overall,18.9
Johor,Batu Pahat,2020-01-01,female,35-39,bumi_malay,12.7
Johor,Batu Pahat,2020-01-01,female,35-39,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,female,35-39,chinese,5.2
Johor,Batu Pahat,2020-01-01,female,35-39,indian,0.3
Johor,Batu Pahat,2020-01-01,female,35-39,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,35-39,other_noncitizen,0.4
Johor,Batu Pahat,2020-01-01,female,40-44,overall,15.1
Johor,Batu Pahat,2020-01-01,female,40-44,bumi_malay,9.6
Johor,Batu Pahat,2020-01-01,female,40-44,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,female,40-44,chinese,4.9
Johor,Batu Pahat,2020-01-01,female,40-44,indian,0.3
Johor,Batu Pahat,2020-01-01,female,40-44,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,40-44,other_noncitizen,0.3
Johor,Batu Pahat,2020-01-01,female,45-49,overall,14.2
Johor,Batu Pahat,2020-01-01,female,45-49,bumi_malay,8.9
Johor,Batu Pahat,2020-01-01,female,45-49,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,female,45-49,chinese,4.8
Johor,Batu Pahat,2020-01-01,female,45-49,indian,0.2
Johor,Batu Pahat,2020-01-01,female,45-49,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,45-49,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,female,50-54,overall,13.4
Johor,Batu Pahat,2020-01-01,female,50-54,bumi_malay,8.4
Johor,Batu Pahat,2020-01-01,female,50-54,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,female,50-54,chinese,4.5
Johor,Batu Pahat,2020-01-01,female,50-54,indian,0.2
Johor,Batu Pahat,2020-01-01,female,50-54,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,50-54,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,female,55-59,overall,11.7
Johor,Batu Pahat,2020-01-01,female,55-59,bumi_malay,7.5
Johor,Batu Pahat,2020-01-01,female,55-59,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,female,55-59,chinese,3.8
Johor,Batu Pahat,2020-01-01,female,55-59,indian,0.2
Johor,Batu Pahat,2020-01-01,female,55-59,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,55-59,other_noncitizen,0.1
Johor,Batu Pahat,2020-01-01,female,60-64,overall,10.1
Johor,Batu Pahat,2020-01-01,female,60-64,bumi_malay,6.3
Johor,Batu Pahat,2020-01-01,female,60-64,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,female,60-64,chinese,3.6
Johor,Batu Pahat,2020-01-01,female,60-64,indian,0.1
Johor,Batu Pahat,2020-01-01,female,60-64,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,60-64,other_noncitizen,0.1
Johor,Batu Pahat,2020-01-01,female,65-69,overall,6.4
Johor,Batu Pahat,2020-01-01,female,65-69,bumi_malay,4.1
Johor,Batu Pahat,2020-01-01,female,65-69,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,female,65-69,chinese,1.6
Johor,Batu Pahat,2020-01-01,female,65-69,indian,0.1
Johor,Batu Pahat,2020-01-01,female,65-69,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,female,65-69,other_noncitizen,0.5
Johor,Batu Pahat,2020-01-01,female,70-74,overall,4.5
Johor,Batu Pahat,2020-01-01,female,70-74,bumi_malay,2.8
Johor,Batu Pahat,2020-01-01,female,70-74,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,female,70-74,chinese,1.3
Johor,Batu Pahat,2020-01-01,female,70-74,indian,0.1
Johor,Batu Pahat,2020-01-01,female,70-74,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,70-74,other_noncitizen,0.3
Johor,Batu Pahat,2020-01-01,female,75-79,overall,2.6
Johor,Batu Pahat,2020-01-01,female,75-79,bumi_malay,1.6
Johor,Batu Pahat,2020-01-01,female,75-79,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,female,75-79,chinese,0.8
Johor,Batu Pahat,2020-01-01,female,75-79,indian,0.0
Johor,Batu Pahat,2020-01-01,female,75-79,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,75-79,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,female,80-84,overall,1.7
Johor,Batu Pahat,2020-01-01,female,80-84,bumi_malay,1.0
Johor,Batu Pahat,2020-01-01,female,80-84,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,female,80-84,chinese,0.5
Johor,Batu Pahat,2020-01-01,female,80-84,indian,0.0
Johor,Batu Pahat,2020-01-01,female,80-84,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,80-84,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,female,85+,overall,1.2
Johor,Batu Pahat,2020-01-01,female,85+,bumi_malay,0.8
Johor,Batu Pahat,2020-01-01,female,85+,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,female,85+,chinese,0.2
Johor,Batu Pahat,2020-01-01,female,85+,indian,0.0
Johor,Batu Pahat,2020-01-01,female,85+,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,female,85+,other_noncitizen,0.1
Johor,Batu Pahat,2020-01-01,male,overall,overall,261.6
Johor,Batu Pahat,2020-01-01,male,overall,bumi_malay,156.9
Johor,Batu Pahat,2020-01-01,male,overall,bumi_other,2.6
Johor,Batu Pahat,2020-01-01,male,overall,chinese,71.6
Johor,Batu Pahat,2020-01-01,male,overall,indian,3.7
Johor,Batu Pahat,2020-01-01,male,overall,other_citizen,1.2
Johor,Batu Pahat,2020-01-01,male,overall,other_noncitizen,25.6
Johor,Batu Pahat,2020-01-01,male,0-4,overall,15.0
Johor,Batu Pahat,2020-01-01,male,0-4,bumi_malay,10.6
Johor,Batu Pahat,2020-01-01,male,0-4,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,male,0-4,chinese,4.0
Johor,Batu Pahat,2020-01-01,male,0-4,indian,0.1
Johor,Batu Pahat,2020-01-01,male,0-4,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,0-4,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,male,5-9,overall,18.5
Johor,Batu Pahat,2020-01-01,male,5-9,bumi_malay,12.6
Johor,Batu Pahat,2020-01-01,male,5-9,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,male,5-9,chinese,5.4
Johor,Batu Pahat,2020-01-01,male,5-9,indian,0.2
Johor,Batu Pahat,2020-01-01,male,5-9,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,5-9,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,male,10-14,overall,20.6
Johor,Batu Pahat,2020-01-01,male,10-14,bumi_malay,13.8
Johor,Batu Pahat,2020-01-01,male,10-14,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,male,10-14,chinese,6.3
Johor,Batu Pahat,2020-01-01,male,10-14,indian,0.3
Johor,Batu Pahat,2020-01-01,male,10-14,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,10-14,other_noncitizen,0.0
Johor,Batu Pahat,2020-01-01,male,15-19,overall,23.5
Johor,Batu Pahat,2020-01-01,male,15-19,bumi_malay,15.4
Johor,Batu Pahat,2020-01-01,male,15-19,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,male,15-19,chinese,5.9
Johor,Batu Pahat,2020-01-01,male,15-19,indian,0.4
Johor,Batu Pahat,2020-01-01,male,15-19,other_citizen,0.4
Johor,Batu Pahat,2020-01-01,male,15-19,other_noncitizen,1.2
Johor,Batu Pahat,2020-01-01,male,20-24,overall,27.5
Johor,Batu Pahat,2020-01-01,male,20-24,bumi_malay,15.1
Johor,Batu Pahat,2020-01-01,male,20-24,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,male,20-24,chinese,6.3
Johor,Batu Pahat,2020-01-01,male,20-24,indian,0.4
Johor,Batu Pahat,2020-01-01,male,20-24,other_citizen,0.2
Johor,Batu Pahat,2020-01-01,male,20-24,other_noncitizen,5.4
Johor,Batu Pahat,2020-01-01,male,25-29,overall,25.6
Johor,Batu Pahat,2020-01-01,male,25-29,bumi_malay,13.4
Johor,Batu Pahat,2020-01-01,male,25-29,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,male,25-29,chinese,5.7
Johor,Batu Pahat,2020-01-01,male,25-29,indian,0.3
Johor,Batu Pahat,2020-01-01,male,25-29,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,25-29,other_noncitizen,6.0
Johor,Batu Pahat,2020-01-01,male,30-34,overall,23.7
Johor,Batu Pahat,2020-01-01,male,30-34,bumi_malay,13.6
Johor,Batu Pahat,2020-01-01,male,30-34,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,male,30-34,chinese,5.5
Johor,Batu Pahat,2020-01-01,male,30-34,indian,0.3
Johor,Batu Pahat,2020-01-01,male,30-34,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,male,30-34,other_noncitizen,3.9
Johor,Batu Pahat,2020-01-01,male,35-39,overall,21.6
Johor,Batu Pahat,2020-01-01,male,35-39,bumi_malay,12.7
Johor,Batu Pahat,2020-01-01,male,35-39,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,male,35-39,chinese,5.5
Johor,Batu Pahat,2020-01-01,male,35-39,indian,0.4
Johor,Batu Pahat,2020-01-01,male,35-39,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,35-39,other_noncitizen,2.7
Johor,Batu Pahat,2020-01-01,male,40-44,overall,17.6
Johor,Batu Pahat,2020-01-01,male,40-44,bumi_malay,9.9
Johor,Batu Pahat,2020-01-01,male,40-44,bumi_other,0.3
Johor,Batu Pahat,2020-01-01,male,40-44,chinese,5.1
Johor,Batu Pahat,2020-01-01,male,40-44,indian,0.3
Johor,Batu Pahat,2020-01-01,male,40-44,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,male,40-44,other_noncitizen,1.8
Johor,Batu Pahat,2020-01-01,male,45-49,overall,15.5
Johor,Batu Pahat,2020-01-01,male,45-49,bumi_malay,8.8
Johor,Batu Pahat,2020-01-01,male,45-49,bumi_other,0.2
Johor,Batu Pahat,2020-01-01,male,45-49,chinese,4.9
Johor,Batu Pahat,2020-01-01,male,45-49,indian,0.2
Johor,Batu Pahat,2020-01-01,male,45-49,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,male,45-49,other_noncitizen,1.2
Johor,Batu Pahat,2020-01-01,male,50-54,overall,13.8
Johor,Batu Pahat,2020-01-01,male,50-54,bumi_malay,8.0
Johor,Batu Pahat,2020-01-01,male,50-54,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,male,50-54,chinese,4.5
Johor,Batu Pahat,2020-01-01,male,50-54,indian,0.2
Johor,Batu Pahat,2020-01-01,male,50-54,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,male,50-54,other_noncitizen,0.8
Johor,Batu Pahat,2020-01-01,male,55-59,overall,12.7
Johor,Batu Pahat,2020-01-01,male,55-59,bumi_malay,7.5
Johor,Batu Pahat,2020-01-01,male,55-59,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,male,55-59,chinese,4.2
Johor,Batu Pahat,2020-01-01,male,55-59,indian,0.2
Johor,Batu Pahat,2020-01-01,male,55-59,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,55-59,other_noncitizen,0.7
Johor,Batu Pahat,2020-01-01,male,60-64,overall,10.1
Johor,Batu Pahat,2020-01-01,male,60-64,bumi_malay,6.0
Johor,Batu Pahat,2020-01-01,male,60-64,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,male,60-64,chinese,3.5
Johor,Batu Pahat,2020-01-01,male,60-64,indian,0.1
Johor,Batu Pahat,2020-01-01,male,60-64,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,male,60-64,other_noncitizen,0.4
Johor,Batu Pahat,2020-01-01,male,65-69,overall,6.3
Johor,Batu Pahat,2020-01-01,male,65-69,bumi_malay,3.9
Johor,Batu Pahat,2020-01-01,male,65-69,bumi_other,0.1
Johor,Batu Pahat,2020-01-01,male,65-69,chinese,1.7
Johor,Batu Pahat,2020-01-01,male,65-69,indian,0.1
Johor,Batu Pahat,2020-01-01,male,65-69,other_citizen,0.1
Johor,Batu Pahat,2020-01-01,male,65-69,other_noncitizen,0.4
Johor,Batu Pahat,2020-01-01,male,70-74,overall,4.4
Johor,Batu Pahat,2020-01-01,male,70-74,bumi_malay,2.6
Johor,Batu Pahat,2020-01-01,male,70-74,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,male,70-74,chinese,1.3
Johor,Batu Pahat,2020-01-01,male,70-74,indian,0.1
Johor,Batu Pahat,2020-01-01,male,70-74,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,70-74,other_noncitizen,0.3
Johor,Batu Pahat,2020-01-01,male,75-79,overall,2.5
Johor,Batu Pahat,2020-01-01,male,75-79,bumi_malay,1.4
Johor,Batu Pahat,2020-01-01,male,75-79,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,male,75-79,chinese,0.8
Johor,Batu Pahat,2020-01-01,male,75-79,indian,0.0
Johor,Batu Pahat,2020-01-01,male,75-79,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,75-79,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,male,80-84,overall,1.6
Johor,Batu Pahat,2020-01-01,male,80-84,bumi_malay,0.8
Johor,Batu Pahat,2020-01-01,male,80-84,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,male,80-84,chinese,0.5
Johor,Batu Pahat,2020-01-01,male,80-84,indian,0.0
Johor,Batu Pahat,2020-01-01,male,80-84,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,80-84,other_noncitizen,0.2
Johor,Batu Pahat,2020-01-01,male,85+,overall,1.4
Johor,Batu Pahat,2020-01-01,male,85+,bumi_malay,0.8
Johor,Batu Pahat,2020-01-01,male,85+,bumi_other,0.0
Johor,Batu Pahat,2020-01-01,male,85+,chinese,0.4
Johor,Batu Pahat,2020-01-01,male,85+,indian,0.0
Johor,Batu Pahat,2020-01-01,male,85+,other_citizen,0.0
Johor,Batu Pahat,2020-01-01,male,85+,other_noncitizen,0.2
Johor,Johor Bahru,2020-01-01,both,overall,overall,1711.2
Johor,Johor Bahru,2020-01-01,both,overall,bumi_malay,794.4
Johor,Johor Bahru,2020-01-01,both,overall,bumi_other,32.4
Johor,Johor Bahru,2020-01-01,both,overall,chinese,606.3
Johor,Johor Bahru,2020-01-01,both,overall,indian,145.0
Johor,Johor Bahru,2020-01-01,both,overall,other_citizen,10.0
Johor,Johor Bahru,2020-01-01,both,overall,other_noncitizen,123.2
Johor,Johor Bahru,2020-01-01,both,0-4,overall,158.7
Johor,Johor Bahru,2020-01-01,both,0-4,bumi_malay,91.0
Johor,Johor Bahru,2020-01-01,both,0-4,bumi_other,3.4
